N	mean	var	loss	bw	B	MaxB	Silence	Bp	out
82	2.778389	0.156724	0.141507	2.436784	87	160	1.923828	42.109375	1
97	1.701801	0.145228	0.121387	1.548812	147	347	2.548828	27.109375	1
77	8.130499	0.021850	0.554532	3.615218	89	97	0.048828	47.109375	1
107	0.909318	0.073889	0.318304	0.639065	82	472	3.798828	17.109375	1
87	3.315317	0.144754	0.218086	2.640672	149	222	1.298828	37.109375	1
76	0.854598	0.059439	0.000000	1.064194	1	113	2.392578	15.859375	2
96	1.351444	0.126366	0.019783	1.538834	187	363	4.892578	35.859375	0
86	2.445053	0.115541	0.301689	1.730533	63	238	1.142578	25.859375	1
106	2.569484	0.250410	0.462524	1.367386	374	488	3.642578	45.859375	1
71	1.262809	0.067633	0.004258	1.442220	7	50	1.767578	20.859375	0
91	1.579125	0.197180	0.001857	2.088482	192	300	4.267578	40.859375	0
81	1.384106	0.028793	0.419681	0.792306	68	175	0.517578	10.859375	1
101	1.775472	0.129963	0.300436	1.265024	379	425	3.017578	30.859375	1
78	1.083807	0.110303	0.000000	1.808561	47	82	3.955078	28.359375	2
98	4.558925	0.224743	0.413020	2.692931	26	332	1.455078	48.359375	1
88	1.076789	0.090408	0.022921	1.051183	171	207	2.705078	18.359375	1
108	8.088387	0.075745	0.570622	3.452943	150	457	0.205078	38.359375	1
73	0.421145	0.059608	0.000000	0.892374	13	19	4.580078	13.359375	2
93	2.361756	0.176182	0.232961	1.837956	55	269	2.080078	33.359375	1
83	1.116294	0.098241	0.000000	1.411712	137	144	3.330078	23.359375	0
103	5.673113	0.186010	0.526612	2.737071	179	394	0.830078	43.359375	1
78	0.663891	0.061377	0.000000	0.791351	220	248	3.623047	16.640625	0
98	3.875983	0.157683	0.566412	1.695044	193	498	1.123047	36.640625	1
88	0.922403	0.118781	0.000000	1.861874	78	123	4.873047	26.640625	2
108	3.506451	0.211370	0.322046	2.386242	51	373	2.373047	46.640625	1
73	0.904230	0.087405	0.000703	1.137843	141	185	2.998047	21.640625	2
93	6.191617	0.097800	0.545939	2.748536	114	435	0.498047	41.640625	1
83	0.422925	0.033246	0.000000	0.869941	30	60	4.248047	11.640625	2
103	2.926283	0.104329	0.308083	1.967373	4	310	1.748047	31.640625	1
76	4.372028	0.037133	0.526773	2.063720	97	216	0.185547	29.140625	1
96	3.037278	0.171230	0.509647	1.501558	443	466	2.685547	49.140625	1
86	1.562656	0.072984	0.101912	1.466070	18	91	1.435547	19.140625	1
106	1.939934	0.156781	0.087668	1.880919	239	341	3.935547	39.140625	1
71	1.327681	0.036060	0.343364	0.864405	50	154	0.810547	14.140625	1
91	1.639736	0.148366	0.306957	1.172788	333	404	3.310547	34.140625	1
81	1.525532	0.103574	0.000000	1.875681	2	29	2.060547	24.140625	0
101	1.919655	0.132625	0.006347	2.408593	160	279	4.560547	44.140625	2
92	0.979806	0.049668	0.523069	0.469785	90	388	4.091797	22.890625	1
72	2.872715	0.129743	0.218162	2.202786	101	138	1.591797	42.890625	1
102	0.809202	0.037808	0.237403	0.617689	126	263	2.841797	12.890625	1
82	4.730356	0.075193	0.459465	2.548088	12	13	0.341797	32.890625	1
97	0.702919	0.094692	0.250905	0.530080	48	451	4.716797	17.890625	1
77	2.190601	0.144850	0.030914	2.230363	122	201	2.216797	37.890625	1
107	1.655754	0.105528	0.013158	1.613583	116	326	3.466797	27.890625	0
87	4.847267	0.219094	0.187599	3.978478	65	76	0.966797	47.890625	1
90	0.768193	0.046295	0.506346	0.380672	280	419	1.904297	10.390625	1
70	0.869287	0.097777	0.000000	1.426412	28	169	4.404297	30.390625	2
100	2.880035	0.058067	0.483411	1.511387	270	294	0.654297	20.390625	1
80	1.820216	0.164678	0.000128	2.852692	18	44	3.154297	40.390625	2
95	2.442245	0.108385	0.446711	1.357066	262	482	1.279297	25.390625	1
75	1.804524	0.227327	0.000000	2.652431	10	232	3.779297	45.390625	2
105	3.691443	0.006468	0.568597	1.591670	283	357	0.029297	15.390625	1
85	2.118484	0.101572	0.000000	2.945043	31	107	2.529297	35.390625	2
105	3.569418	0.089757	0.465236	1.918364	6	52	0.888672	27.265625	1
85	2.255749	0.253254	0.000000	3.393516	188	302	3.388672	47.265625	2
95	1.235035	0.041084	0.537234	0.577161	66	177	2.138672	17.265625	1
75	1.238719	0.096081	0.000000	1.757564	372	427	4.638672	37.265625	2
100	2.281518	0.022259	0.528949	1.079104	28	115	0.263672	12.265625	1
80	1.615747	0.184835	0.000000	2.436873	273	365	2.763672	32.265625	2
90	1.874034	0.092906	0.473177	1.006962	119	240	1.513672	22.265625	1
70	1.437573	0.143225	0.000000	2.186059	489	490	4.013672	42.265625	2
108	1.229570	0.090749	0.121838	1.105794	11	21	3.076172	19.765625	1
88	5.326291	0.114610	0.363992	3.321986	16	271	0.576172	39.765625	1
98	1.250726	0.084618	0.377266	0.811454	118	146	4.326172	29.765625	1
78	3.266237	0.170077	0.088031	2.906841	122	396	1.826172	49.765625	1
103	1.322467	0.133961	0.011287	1.519273	57	84	3.701172	24.765625	0
83	3.941508	0.147666	0.064631	3.687826	61	334	1.201172	44.765625	1
93	0.582800	0.062880	0.103047	0.500740	195	209	4.951172	14.765625	1
73	1.723208	0.092314	0.000000	2.062617	199	459	2.451172	34.765625	2
81	1.136849	0.049614	0.167549	0.948253	247	318	1.357422	13.515625	1
101	1.626476	0.133277	0.158736	1.416189	18	68	3.857422	33.515625	1
71	3.539639	0.016185	0.550034	1.591479	234	443	0.107422	23.515625	1
91	2.617286	0.165208	0.545215	1.148027	5	193	2.607422	43.515625	1
86	2.005459	0.105758	0.001048	2.277238	230	255	1.982422	28.515625	0
106	2.279462	0.247289	0.022502	2.588672	2	5	4.482422	48.515625	1
76	1.910281	0.067425	0.386977	1.194550	248	380	0.732422	18.515625	1
96	2.096701	0.159206	0.384602	1.276238	20	130	3.232422	38.515625	1
84	0.742750	0.086395	0.000000	1.517111	119	349	4.794922	21.015625	2
104	2.963732	0.162750	0.235197	2.275274	83	99	2.294922	41.015625	1
74	0.435483	0.041767	0.000000	0.548170	43	474	3.544922	11.015625	2
94	3.479805	0.134295	0.551646	1.545008	132	224	1.044922	31.015625	1
89	0.615487	0.055973	0.000000	1.373745	133	287	4.169922	16.015625	2
109	3.505473	0.167070	0.243311	2.587724	35	37	1.669922	36.015625	1
79	1.212074	0.087822	0.000000	1.603730	89	412	2.919922	26.015625	2
99	7.522356	0.119847	0.535742	3.484597	116	162	0.419922	46.015625	1
89	1.383129	0.094634	0.171486	1.176429	92	150	2.333984	21.953125	1
109	1.775748	0.191757	0.000000	4.313873	46	400	4.833984	41.953125	2
79	1.087943	0.039182	0.488463	0.542338	21	25	1.083984	11.953125	1
99	1.591057	0.096767	0.000000	2.375971	100	275	3.583984	31.953125	2
84	1.238268	0.051416	0.367803	0.801161	156	212	1.708984	16.953125	1
104	1.820968	0.200496	0.000000	3.242679	110	462	4.208984	36.953125	2
74	3.255358	0.064148	0.564782	1.402608	86	87	0.458984	26.953125	1
94	2.724646	0.286175	0.000000	2.951056	165	337	2.958984	46.953125	0
87	0.654491	0.059995	0.000000	0.751248	9	181	3.896484	14.453125	0
107	3.659132	0.144281	0.002427	3.673897	238	431	1.396484	34.453125	0
77	1.258146	0.104160	0.303374	0.849984	16	56	2.646484	24.453125	1
97	8.832215	0.082496	0.527473	4.170992	245	306	0.146484	44.453125	1
82	1.040442	0.114379	0.011444	1.167477	43	244	4.521484	29.453125	0
102	3.966198	0.196537	0.000000	4.602599	334	494	2.021484	49.453125	0
72	0.734529	0.058795	0.378631	0.455706	50	119	3.271484	19.453125	1
92	4.813151	0.169631	0.364826	3.027650	342	369	0.771484	39.453125	1
103	2.741967	0.056214	0.341550	1.803786	129	478	0.615234	18.203125	1
83	1.747773	0.187318	0.068691	1.731592	175	228	3.115234	38.203125	1
93	2.192481	0.108344	0.075193	2.025943	7	353	1.865234	28.203125	1
73	1.521847	0.096564	0.288050	1.086421	53	103	4.365234	48.203125	1
108	2.679075	0.096207	0.176095	2.194330	164	416	1.240234	23.203125	1
88	1.901658	0.157634	0.173411	1.628169	148	166	3.740234	43.203125	1
98	0.859085	0.056672	0.048222	0.855754	42	291	2.490234	13.203125	1
78	0.974717	0.117549	0.552248	0.487125	26	41	4.990234	33.203125	1
101	1.384557	0.134474	0.000000	2.521437	372	447	3.427734	25.703125	2
81	4.480190	0.139983	0.398134	2.745045	65	197	0.927734	45.703125	1
91	0.588615	0.048897	0.000000	1.090970	188	322	4.677734	15.703125	2
71	1.836359	0.143313	0.365358	1.167549	6	72	2.177734	35.703125	1
106	0.696402	0.027163	0.000000	0.998978	368	384	2.802734	10.703125	2
86	4.766201	0.069166	0.531246	2.234197	61	134	0.302734	30.703125	1
96	0.937694	0.096954	0.000000	1.330536	183	259	4.052734	20.703125	2
76	2.779091	0.160380	0.520222	1.377190	1	9	1.552734	40.703125	1
95	0.501935	0.044406	0.000000	0.755325	30	80	4.443359	11.328125	2
75	1.907774	0.141682	0.457951	1.007341	290	330	1.943359	31.328125	1
105	1.295470	0.084380	0.000000	2.042932	26	205	3.193359	21.328125	2
85	4.937406	0.126476	0.464883	2.627949	287	455	0.693359	41.328125	1
90	1.213302	0.081785	0.005638	1.448989	4	17	3.818359	26.328125	0
70	3.240142	0.249407	0.567501	1.416830	201	267	1.318359	46.328125	1
100	1.109777	0.061655	0.000000	1.350481	0	142	2.568359	16.328125	0
80	6.395685	0.027764	0.566699	2.768598	198	392	0.068359	36.328125	1
97	2.102993	0.085687	0.120908	1.877575	104	111	1.630859	23.828125	1
77	1.551777	0.164034	0.219184	1.193715	160	361	4.130859	43.828125	1
107	2.529202	0.037637	0.423712	1.458089	163	236	0.380859	13.828125	1
87	1.825956	0.163524	0.054127	1.735489	93	486	2.880859	33.828125	1
92	1.269451	0.068848	0.044215	1.218835	39	48	2.255859	18.828125	1
72	1.075285	0.115648	0.445604	0.652629	94	298	4.755859	38.828125	1
102	3.428518	0.133598	0.225677	2.678394	98	173	1.005859	28.828125	1
82	2.152801	0.168061	0.083744	1.892556	28	423	3.505859	48.828125	1
71	1.268875	0.119029	0.386737	0.763496	205	283	2.724609	27.578125	1
91	8.281525	0.092639	0.512754	4.064390	7	33	0.224609	47.578125	1
81	0.721293	0.078638	0.000000	0.759482	397	408	3.974609	17.578125	0
101	3.710117	0.207181	0.036920	3.605447	74	158	1.474609	37.578125	1
76	0.509931	0.064098	0.509676	0.249970	206	345	3.349609	12.578125	1
96	3.961887	0.145723	0.384746	2.468122	9	95	0.849609	32.578125	1
86	0.777117	0.063899	0.050004	0.810918	399	470	4.599609	22.578125	1
106	3.407412	0.112948	0.001347	3.874374	76	220	2.099609	42.578125	0
74	1.221047	0.054612	0.470900	0.653107	40	251	1.162109	15.078125	1
94	1.594290	0.054383	0.148788	2.594178	0	1	3.662109	35.078125	1
84	1.445068	0.097076	0.053365	1.329976	154	376	2.412109	25.078125	1
104	1.926148	0.152460	0.000000	4.604440	114	126	4.912109	45.078125	2
79	2.433923	0.066328	0.550312	1.089293	11	314	0.537109	20.078125	1
99	2.277231	0.218671	0.004652	2.784261	34	64	3.037109	40.078125	0
89	0.755008	0.022857	0.298783	0.525140	126	439	1.787109	10.078125	1
109	1.535358	0.119438	0.000000	2.889099	148	189	4.287109	30.078125	2
97	2.644107	0.070505	0.330923	1.731992	28	157	0.756836	20.039062	1
77	1.667234	0.177103	0.277775	1.307028	278	407	3.256836	40.039062	1
107	0.840811	0.044116	0.000322	1.072079	13	32	2.006836	10.039063	2
87	1.154170	0.100098	0.005248	1.537720	263	282	4.506836	30.039062	2
92	2.879308	0.021146	0.540261	1.322686	13	220	0.131836	15.039062	1
72	1.688791	0.162135	0.447997	0.917804	262	470	2.631836	35.039062	1
102	2.562590	0.166031	0.083315	2.364430	29	95	1.381836	25.039062	1
82	1.875388	0.116286	0.035057	1.849172	279	345	3.881836	45.039062	1
99	0.739617	0.047373	0.000000	0.949076	94	126	2.944336	12.539062	2
79	4.131864	0.062782	0.536811	1.925731	92	376	0.444336	32.539062	1
109	1.102106	0.073293	0.077957	2.326959	0	1	4.194336	22.539062	1
89	3.344520	0.138658	0.261977	2.439793	124	251	1.694336	42.539062	1
94	1.329260	0.087752	0.000000	1.698061	116	188	3.569336	27.539062	2
74	3.990638	0.147748	0.539566	1.808301	53	438	1.069336	47.539062	1
104	0.721268	0.055520	0.000000	1.536397	54	63	4.819336	17.539062	2
84	2.181477	0.160663	0.232392	1.632052	116	313	2.319336	37.539062	1
71	1.260803	0.075312	0.426534	0.700076	438	454	1.538086	18.789062	1
91	1.622064	0.114991	0.000000	2.725809	95	204	4.038086	38.789062	2
81	4.267149	0.082064	0.521034	2.053317	235	329	0.288086	28.789062	1
101	3.026424	0.222362	0.000000	4.803731	17	79	2.788086	48.789062	2
76	1.345654	0.100522	0.484445	0.683873	329	392	2.163086	23.789062	1
96	1.721854	0.151767	0.000000	2.787398	48	142	4.663086	43.789062	2
86	1.477379	0.042679	0.450216	0.812769	157	267	0.913086	13.789062	1
106	1.897346	0.120235	0.000000	3.140706	1	17	3.413086	33.789062	2
73	0.776290	0.104161	0.281713	0.566154	195	485	4.975586	26.289062	1
93	2.902795	0.173872	0.011466	3.241867	212	235	2.475586	46.289062	0
83	0.686125	0.056066	0.001679	0.715996	55	360	3.725586	16.289062	0
103	4.026835	0.104645	0.122177	3.538776	71	110	1.225586	36.289062	1
78	0.413199	0.028025	0.508733	0.184847	117	423	4.350586	11.289062	1
98	2.579210	0.079807	0.143159	2.127381	134	173	1.850586	31.289062	1
88	1.071750	0.065614	0.199617	0.851130	8	298	3.100586	21.289062	1
108	6.504875	0.143213	0.375708	4.088298	25	48	0.600586	41.289062	1
88	0.493688	0.023685	0.046523	0.537362	84	103	3.491211	10.664062	1
108	3.928699	0.082554	0.177596	3.229613	114	353	0.991211	30.664062	1
78	0.636844	0.084045	0.154697	0.547213	131	228	4.741211	20.664062	1
98	2.839903	0.188648	0.000000	3.158944	35	478	2.241211	40.664062	0
83	1.299281	0.120425	0.183326	1.064493	38	40	2.866211	25.664062	1
103	8.098915	0.192398	0.446808	4.483015	130	290	0.366211	45.664062	1
73	0.492585	0.047570	0.431515	0.292679	115	165	4.116211	15.664062	1
93	2.944782	0.140117	0.188276	2.446339	83	415	1.616211	35.664062	1
85	4.399852	0.012833	0.565506	1.907492	18	71	0.053711	23.164062	1
105	3.106061	0.207160	0.000000	4.166464	244	321	2.553711	43.164062	2
75	1.025728	0.056942	0.501274	0.505506	2	196	1.303711	13.164062	1
95	1.616775	0.171347	0.000000	2.246737	228	446	3.803711	33.164062	2
80	2.050629	0.071216	0.500509	1.019954	3	9	0.678711	18.164062	1
100	2.083767	0.149947	0.000000	3.127485	229	259	3.178711	38.164062	2
70	1.558620	0.108661	0.573467	0.689640	18	134	1.928711	28.164062	1
90	1.821469	0.128717	0.000000	2.611521	244	384	4.428711	48.164062	2
104	1.346005	0.084785	0.000000	3.013068	12	274	4.272461	29.414062	2
84	3.473112	0.225651	0.203783	2.774727	13	24	1.772461	49.414062	1
94	1.124340	0.105028	0.000000	1.456669	117	399	3.022461	19.414062	2
74	4.511749	0.092567	0.522901	2.147394	118	149	0.522461	39.414062	1
109	0.619498	0.041403	0.000000	1.383833	56	337	4.897461	14.414062	2
89	2.123999	0.134892	0.218763	1.671911	58	87	2.397461	34.414062	1
99	1.219142	0.064630	0.000000	1.670448	193	462	3.647461	24.414062	2
79	3.871998	0.129069	0.527215	1.833454	194	212	1.147461	44.414062	1
101	1.364404	0.078173	0.000000	1.614738	185	306	2.084961	16.914062	2
81	1.250350	0.099388	0.008841	1.563744	5	56	4.584961	36.914062	0
91	3.136692	0.126913	0.339418	2.080236	369	431	0.834961	26.914062	1
71	1.912837	0.165869	0.313180	1.201306	64	181	3.334961	46.914062	1
106	2.247753	0.107817	0.094466	2.038821	269	368	1.459961	21.914062	1
86	1.688090	0.194651	0.104942	1.572677	27	118	3.959961	41.914062	1
96	2.219829	0.033452	0.528512	1.053236	483	493	0.209961	11.914062	1
76	1.593212	0.195641	0.533277	0.731630	116	243	2.709961	31.914062	1
106	0.738815	0.075108	0.037992	0.745939	60	192	4.545898	15.976562	1
86	2.339246	0.110606	0.000000	2.714470	361	442	2.045898	35.976562	0
96	1.360067	0.109346	0.499259	0.709416	4	67	3.295898	25.976562	1
76	4.688369	0.099115	0.388476	2.824288	179	317	0.795898	45.976562	1
101	1.013596	0.087239	0.001306	1.177322	57	130	3.920898	20.976562	0
81	3.232673	0.235714	0.034064	3.206859	358	380	1.420898	40.976562	1
91	0.648926	0.068806	0.375424	0.411921	0	5	2.670898	10.976562	1
71	4.426097	0.042877	0.523203	2.100590	176	255	0.170898	30.976562	1
108	2.649647	0.082132	0.395385	1.622249	169	224	1.733398	28.476562	1
88	1.887545	0.140182	0.000000	3.420087	120	474	4.233398	48.476562	2
98	2.881062	0.057311	0.573843	1.223526	49	99	0.483398	18.476562	1
78	1.705285	0.094792	0.003266	1.888271	1	349	2.983398	38.476562	0
103	0.995823	0.105236	0.200955	0.783615	141	161	2.358398	13.476562	1
83	1.064832	0.152452	0.000000	2.501772	156	411	4.858398	33.476562	2
93	2.470821	0.099158	0.522399	1.184613	22	36	1.108398	23.476562	1
73	1.684781	0.122701	0.000000	2.254014	37	286	3.608398	43.476562	2
80	1.329210	0.087187	0.000000	1.763895	228	427	2.514648	24.726562	2
100	10.360454	0.004356	0.571741	4.430596	6	177	0.014648	44.726562	1
70	0.504116	0.062981	0.000000	0.703944	237	302	3.764648	14.726562	2
90	3.290351	0.082770	0.533865	1.552223	14	52	1.264648	34.726562	1
85	1.018258	0.066529	0.000000	1.643226	323	489	3.139648	19.726562	2
105	6.030313	0.182281	0.441645	3.314745	38	239	0.639648	39.726562	1
75	1.011641	0.127275	0.000000	1.727656	331	364	4.389648	29.726562	2
95	3.928022	0.250610	0.390908	2.325659	46	114	1.889648	49.726562	1
82	1.216485	0.054852	0.241478	0.897997	39	396	0.952148	12.226562	1
102	1.764693	0.157985	0.195173	1.467612	87	146	3.452148	32.226562	1
72	1.120154	0.115160	0.058818	1.089803	94	271	2.202148	22.226562	1
92	1.585642	0.166652	0.496306	0.797048	17	21	4.702148	42.226562	1
87	4.235214	0.055137	0.440891	2.316822	102	458	0.327148	27.226562	1
107	3.174668	0.271050	0.132416	2.855075	150	208	2.827148	47.226562	1
77	1.204503	0.052979	0.163798	1.051370	157	333	1.577148	17.226562	1
97	1.760507	0.116417	0.307863	1.178467	80	83	4.077148	37.226562	1
78	1.376335	0.129828	0.027045	1.436608	8	13	2.436523	25.351562	1
98	1.735115	0.096538	0.345115	1.170936	46	263	4.936523	45.351562	1
88	1.460610	0.043480	0.135192	1.251426	127	138	1.186523	15.351562	1
108	1.925897	0.093980	0.067331	1.908645	165	388	3.686523	35.351562	1
73	0.647572	0.043934	0.055524	0.628711	41	75	1.811523	10.351563	1
93	1.271081	0.129976	0.176119	1.079632	16	325	4.311523	30.351562	1
83	2.568556	0.056487	0.341494	1.682655	160	200	0.561523	20.351562	1
103	2.362634	0.234799	0.007562	2.556108	135	450	3.061523	40.351562	0
75	0.622756	0.038751	0.003379	0.858781	10	44	3.999023	17.851562	2
95	3.378210	0.167828	0.537778	1.550562	217	294	1.499023	37.851562	1
85	1.467954	0.126214	0.000000	2.023251	82	169	2.749023	27.851562	2
105	9.463494	0.095301	0.539525	4.324957	414	419	0.249023	47.851562	1
70	0.629173	0.097816	0.000000	1.174486	12	106	4.624023	22.851562	2
90	2.940019	0.172181	0.422156	1.697993	218	356	2.124023	42.851562	1
80	0.549110	0.050451	0.000000	0.970039	84	231	3.374023	12.851562	2
100	4.177235	0.106188	0.398098	2.406858	415	481	0.874023	32.851562	1
94	2.217974	0.030250	0.560606	0.974998	170	372	0.405273	14.101562	1
74	1.468731	0.103988	0.031411	1.740682	116	122	2.905273	34.101562	1
104	2.223012	0.121926	0.359588	1.464342	103	497	1.655273	24.101562	1
84	1.750681	0.126016	0.000000	3.205902	174	247	4.155273	44.101562	2
99	3.321108	0.098855	0.495049	1.723156	103	310	1.030273	29.101562	1
79	2.044162	0.200468	0.000000	2.996396	49	60	3.530273	49.101562	2
109	1.527086	0.135000	0.139603	1.297620	36	435	2.280273	19.101562	1
89	1.366585	0.166907	0.000000	3.359186	107	185	4.780273	39.101562	2
92	1.108122	0.104619	0.562069	0.502276	305	341	3.217773	21.601562	1
72	4.106898	0.121352	0.434853	2.395183	35	91	0.717773	41.601562	1
102	0.528330	0.048644	0.097551	0.477988	300	466	4.467773	11.601562	1
82	2.093844	0.131280	0.003101	2.197021	31	216	1.967773	31.601562	0
97	1.064807	0.071241	0.400704	0.617319	214	278	2.592773	16.601562	1
77	6.054853	0.039527	0.549264	2.733502	7	28	0.092773	36.601562	1
107	1.433538	0.112109	0.009147	1.481054	209	403	3.842773	26.601562	0
87	4.069273	0.200220	0.062746	3.811521	3	153	1.342773	46.601562	1
91	0.546704	0.032173	0.119030	0.478358	278	487	4.213867	13.320312	1
71	2.075771	0.163284	0.059077	1.993697	16	237	1.713867	33.320312	1
101	1.422934	0.094646	0.586943	0.595925	297	362	2.963867	23.320312	1
81	5.618092	0.104272	0.468970	2.954078	35	112	0.463867	43.320312	1
96	1.141486	0.107276	0.005232	1.312750	295	425	4.838867	28.320312	0
76	2.582569	0.216775	0.000000	3.353298	34	175	2.338867	48.320312	2
106	1.015726	0.070288	0.339188	0.614517	283	300	3.588867	18.320312	1
86	3.769024	0.159900	0.268896	2.653021	22	50	1.088867	38.320312	1
94	1.543580	0.098865	0.314832	1.057473	4	456	2.026367	20.820312	1
74	1.236614	0.083745	0.000000	2.559225	104	206	4.526367	40.820312	2
104	1.504752	0.047260	0.556770	0.664710	85	331	0.776367	10.820312	1
84	1.483019	0.104289	0.002190	1.723059	61	81	3.276367	30.820312	0
99	1.528916	0.062636	0.337868	1.052982	52	394	1.401367	15.820312	1
79	1.340039	0.204219	0.000000	2.691226	91	144	3.901367	35.820312	2
109	5.721266	0.045085	0.561963	2.514147	103	269	0.151367	25.820312	1
89	2.636286	0.148352	0.011147	3.155536	16	19	2.651367	45.820312	0
75	1.051346	0.091542	0.000000	1.681312	37	128	3.745117	27.070312	2
95	4.685336	0.297473	0.440226	2.691642	298	378	1.245117	47.070312	1
85	0.607892	0.057955	0.014416	0.885462	0	3	4.995117	17.070312	1
105	2.637013	0.169266	0.538463	1.203212	136	253	2.495117	37.070312	1
70	0.492184	0.041401	0.000000	0.785561	78	190	3.120117	12.070312	2
90	4.244138	0.100830	0.474652	2.231448	402	440	0.620117	32.070312	1
80	0.802986	0.108977	0.000000	1.273115	10	65	4.370117	22.070312	2
100	3.541369	0.134282	0.451681	1.896798	209	315	1.870117	42.070312	1
78	2.748761	0.046844	0.465774	1.470725	135	159	0.307617	19.570312	1
98	2.500375	0.183992	0.144913	2.004179	144	409	2.807617	39.570312	1
88	2.360353	0.055458	0.205521	1.959926	20	34	1.557617	29.570312	1
