N	mean	var	loss	bw	B	MaxB	Silence	Bp	out
93	0.957045	0.074209	0.494945	0.460528	178	440	4.580383	23.400879	1
73	2.433673	0.259045	0.102831	2.182894	172	190	2.080383	43.400879	1
92	0.619447	0.037755	0.173887	0.513448	106	151	3.877258	14.025879	1
72	2.380832	0.093883	0.114295	2.084551	81	401	1.377258	34.025879	1
102	1.605269	0.086502	0.059637	1.550020	24	26	2.627258	24.025879	1
82	7.519799	0.061564	0.520276	3.607112	124	276	0.127258	44.025879	1
97	1.200017	0.116263	0.340480	0.782663	122	213	4.502258	29.025879	1
77	2.935206	0.297164	0.046992	2.812296	35	463	2.002258	49.025879	1
107	1.078017	0.103126	0.077135	1.051133	72	88	3.252258	19.025879	1
87	4.571007	0.139213	0.290515	3.202286	110	338	0.752258	39.025879	1
90	1.364404	0.086799	0.388974	0.828128	25	182	2.314758	21.525879	1
70	1.035705	0.143996	0.000000	2.136877	276	432	4.814758	41.525879	2
100	1.307427	0.061622	0.394595	0.813866	22	57	1.064758	11.525879	1
80	1.347133	0.147167	0.000000	2.384427	273	307	3.564758	31.525879	2
95	1.385134	0.069034	0.549313	0.638039	3	244	1.689758	16.525879	1
75	1.186205	0.213842	0.000000	1.755539	254	494	4.189758	36.525879	2
105	4.564615	0.088033	0.524596	2.194069	31	119	0.439758	26.525879	1
85	2.456759	0.216973	0.000000	3.379611	282	369	2.939758	46.525879	2
78	1.058666	0.094488	0.000000	1.531549	201	479	3.408508	25.275879	2
98	5.444455	0.156132	0.489506	2.771308	210	229	0.908508	45.275879	1
88	0.573550	0.044832	0.000000	1.301519	60	354	4.658508	15.275879	2
108	2.867175	0.145189	0.177289	2.407407	69	104	2.158508	35.275879	1
73	0.456088	0.039952	0.000000	0.521865	123	416	2.783508	10.275879	0
93	5.188700	0.066864	0.564096	2.247433	132	166	0.283508	30.275879	1
83	0.766890	0.065368	0.000000	1.462226	13	291	4.033508	20.275879	2
103	3.912155	0.234749	0.350726	2.482030	22	41	1.533508	40.275879	1
76	1.980994	0.058097	0.409663	1.173819	440	448	0.596008	17.775879	1
96	2.090209	0.197008	0.373286	1.293426	95	198	3.096008	37.775879	1
86	1.988739	0.145449	0.000782	2.232027	236	323	1.846008	27.775879	0
106	2.184284	0.160448	0.009148	2.589400	17	73	4.346008	47.775879	0
71	1.726517	0.057264	0.327190	1.193803	330	385	1.221008	22.775879	1
91	1.917399	0.112478	0.549641	0.897747	48	135	3.721008	42.775879	1
81	0.708259	0.062224	0.000000	0.868251	158	260	2.471008	12.775879	2
101	1.378692	0.148271	0.090314	1.309166	1	10	4.971008	32.775879	1
76	1.546162	0.051214	0.000000	1.915745	193	352	2.138977	27.307129	2
96	1.865110	0.208321	0.009066	2.251794	5	102	4.638977	47.307129	0
86	1.875764	0.047553	0.352199	1.234246	381	477	0.888977	17.307129	1
106	2.221959	0.227723	0.375200	1.319800	68	227	3.388977	37.307129	1
71	0.830158	0.061900	0.102576	0.748641	195	289	1.513977	12.307129	1
91	1.390047	0.148979	0.149833	1.203337	6	39	4.013977	32.307129	1
81	3.376731	0.046682	0.518033	1.622781	382	414	0.263977	22.307129	1
101	2.629719	0.214867	0.555379	1.173352	69	164	2.763977	42.307129	1
78	0.717684	0.060423	0.000000	1.481767	36	321	4.326477	19.807129	2
98	3.211491	0.196535	0.229429	2.513711	43	71	1.826477	39.807129	1
88	1.508211	0.070462	0.000000	2.028455	161	446	3.076477	29.807129	2
108	8.046350	0.149170	0.528984	3.804854	169	196	0.576477	49.807129	1
73	0.681312	0.104785	0.000000	1.546725	61	258	4.951477	24.807129	2
93	2.835892	0.206356	0.236964	2.168194	5	8	2.451477	44.807129	1
83	0.605210	0.035494	0.000000	0.817425	186	383	3.701477	14.807129	2
103	3.835927	0.208667	0.540689	1.774567	131	133	1.201477	34.807129	1
90	2.598536	0.014274	0.556349	1.151129	7	24	0.107727	13.557129	1
70	1.584965	0.134767	0.000000	2.210444	227	274	2.607727	33.557129	2
100	2.382612	0.066940	0.474231	1.227586	12	149	1.357727	23.557129	1
80	1.633194	0.112100	0.000000	2.566941	231	399	3.857727	43.557129	2
95	3.745587	0.112468	0.478508	1.902290	39	86	0.732727	28.557129	1
75	1.982849	0.151413	0.000000	3.067137	321	336	3.232727	48.557129	2
105	1.593689	0.058402	0.526855	0.709469	43	211	1.982727	18.557129	1
85	1.381374	0.184205	0.000000	2.053842	325	461	4.482727	38.557129	2
92	1.078017	0.089730	0.009210	1.152870	42	55	3.545227	21.057129	0
72	3.557010	0.122504	0.145727	2.927252	81	305	1.045227	41.057129	1
102	0.484288	0.052134	0.133717	0.410088	93	180	4.795227	11.057129	1
82	1.821770	0.105679	0.004026	2.069336	8	430	2.295227	31.057129	0
97	0.936842	0.076316	0.112164	0.810231	104	117	2.920227	16.057129	1
77	4.690399	0.101779	0.426037	2.658017	144	367	0.420227	36.057129	1
107	1.339337	0.149408	0.379142	0.777407	155	242	4.170227	26.057129	1
87	3.391319	0.176573	0.102333	3.019204	70	492	1.670227	46.057129	1
108	0.715779	0.091945	0.214626	0.581849	185	422	4.873352	16.682129	1
88	2.256401	0.129712	0.004473	2.510405	161	172	2.373352	36.682129	0
98	1.353374	0.053121	0.007913	1.455002	56	297	3.623352	26.682129	0
78	3.956849	0.150148	0.120585	3.514106	32	47	1.123352	46.682129	1
103	1.005750	0.050391	0.452926	0.532211	153	485	4.248352	21.682129	1
83	3.043219	0.226070	0.176426	2.489101	191	235	1.748352	41.682129	1
93	0.653889	0.055199	0.152452	0.523486	23	360	2.998352	11.682129	1
73	3.655597	0.121899	0.406388	2.165887	62	110	0.498352	31.682129	1
105	3.056955	0.182579	0.418070	1.703192	343	391	1.435852	29.182129	1
85	2.043585	0.168232	0.000000	3.335504	53	141	3.935852	49.182129	2
95	3.630932	0.044435	0.534160	1.678509	167	266	0.185852	19.182129	1
75	1.919856	0.080502	0.000118	2.931210	2	16	2.685852	39.182129	2
100	1.123638	0.080879	0.456023	0.579376	341	453	2.060852	14.182129	1
80	1.194552	0.106587	0.000000	1.885711	51	203	4.560852	34.182129	2
90	2.876124	0.089472	0.450678	1.563919	164	328	0.810852	24.182129	1
70	1.723634	0.117653	0.000000	2.787571	0	78	3.310852	44.182129	2
84	1.186205	0.084855	0.000000	1.431521	144	219	2.842102	22.932129	0
104	7.843185	0.121517	0.551708	3.500698	74	469	0.342102	42.932129	1
74	0.444733	0.033864	0.000000	0.882204	85	94	4.092102	12.932129	2
94	2.822757	0.104783	0.321649	1.960067	140	344	1.592102	32.932129	1
89	0.835873	0.085838	0.000000	1.011014	83	157	3.467102	17.932129	0
109	4.977914	0.248063	0.559832	2.158326	13	407	0.967102	37.932129	1
79	0.927492	0.098243	0.000000	1.802033	25	32	4.717102	27.932129	2
99	3.381945	0.264305	0.311101	2.383402	80	282	2.217102	47.932129	1
81	1.213001	0.028070	0.380935	0.749816	55	250	0.654602	10.432129	1
101	1.648158	0.158220	0.279868	1.242222	360	500	3.154602	30.432129	1
71	1.224482	0.110915	0.000000	1.417646	58	125	1.904602	20.432129	0
91	1.659037	0.173813	0.000000	2.075913	364	375	4.404602	40.432129	0
86	4.993079	0.007456	0.566350	2.161398	18	188	0.029602	25.432129	1
106	3.341863	0.162845	0.486228	1.675966	261	438	2.529602	45.432129	1
76	1.197510	0.045543	0.098220	1.067685	21	63	1.279602	15.432129	1
96	1.616223	0.123719	0.048647	1.626934	265	313	3.779602	35.432129	1
87	0.546278	0.046208	0.518385	0.274444	240	254	3.193665	11.369629	1
107	4.733639	0.114914	0.411680	2.739586	1	4	0.693665	31.369629	1
77	0.748340	0.043555	0.068600	0.706851	264	379	4.443665	21.369629	1
97	3.227634	0.219571	0.007803	3.486129	25	129	1.943665	41.369629	0
82	1.380948	0.119170	0.402913	0.880165	260	317	2.568665	26.369629	1
102	10.431518	0.033385	0.554645	4.631303	21	67	0.068665	46.369629	1
72	0.584379	0.065888	0.000000	0.642681	253	442	3.818665	16.369629	0
92	3.389665	0.185257	0.078254	3.205586	14	192	1.318665	36.369629	1
89	3.634366	0.043895	0.554382	1.604785	109	285	0.381165	23.869629	1
109	2.886452	0.271880	0.009821	3.410555	31	35	2.881165	43.869629	0
79	0.981661	0.055651	0.335620	0.663488	55	410	1.631165	13.869629	1
99	1.486905	0.118298	0.000000	2.985158	101	160	4.131165	33.869629	2
84	1.901908	0.087957	0.470254	0.979853	90	348	1.006165	18.869629	1
104	2.164858	0.210569	0.000000	3.220588	74	98	3.506165	38.869629	2
74	1.599228	0.066198	0.105355	1.379509	5	473	2.256165	28.869629	1
94	1.887445	0.258057	0.000000	4.550886	113	223	4.756165	48.869629	2
100	1.331416	0.076700	0.006448	1.702615	19	114	3.974915	27.619629	0
80	3.639204	0.211403	0.562156	1.584585	242	364	1.474915	47.619629	1
90	1.061824	0.080547	0.000000	1.318907	99	239	2.724915	17.619629	2
70	5.047299	0.071454	0.546692	2.280376	448	489	0.224915	37.619629	1
105	0.579441	0.043486	0.000000	0.938620	2	51	4.599915	12.619629	2
85	2.073414	0.117735	0.415715	1.166700	163	301	2.099915	32.619629	1
95	1.109751	0.096104	0.000000	1.975035	51	176	3.349915	22.619629	2
75	4.038817	0.138308	0.435167	2.307927	337	426	0.849915	42.619629	1
103	1.113110	0.048337	0.037894	1.097628	59	82	2.412415	15.119629	1
83	1.140308	0.087080	0.441597	0.692726	76	332	4.912415	35.119629	1
93	2.542111	0.108212	0.166734	2.125728	202	207	1.162415	25.119629	1
73	1.745718	0.245622	0.105650	1.566610	219	457	3.662415	45.119629	1
108	1.825706	0.076093	0.095498	1.765300	12	20	1.787415	20.119629	1
88	1.575941	0.111357	0.238942	1.261636	28	270	4.287415	40.119629	1
98	1.549697	0.040121	0.362096	0.976976	123	145	0.537415	10.119629	1
78	1.341493	0.088800	0.017823	1.390421	140	395	3.037415	30.119629	0
97	2.396799	0.068058	0.232527	1.860819	25	450	1.084290	21.994629	1
77	1.776750	0.161956	0.176003	1.348375	111	200	3.584290	41.994629	1
107	0.896935	0.051851	0.054189	0.838065	99	325	2.334290	11.994629	1
87	1.094260	0.127471	0.573081	0.487094	60	75	4.834290	31.994629	1
92	2.517947	0.030220	0.396098	1.504127	70	387	0.459290	16.994629	1
72	1.702854	0.208807	0.131675	1.427951	93	137	2.959290	36.994629	1
102	2.426353	0.135569	0.155211	2.109548	113	262	1.709290	26.994629	1
82	1.711201	0.259132	0.355817	1.142468	11	12	4.209290	46.994629	1
95	0.912101	0.045340	0.000000	1.193933	298	481	2.646790	14.494629	2
75	5.303781	0.046329	0.555189	2.360867	27	231	0.146790	34.494629	1
105	1.195003	0.089172	0.000000	1.685371	309	356	3.896790	24.494629	2
85	3.680839	0.145117	0.533165	1.725269	39	106	1.396790	44.494629	1
90	1.466626	0.153355	0.000000	2.536258	311	418	3.271790	29.494629	2
70	4.551630	0.134848	0.431404	2.622247	41	168	0.771790	49.494629	1
100	0.853996	0.080158	0.000000	1.457502	291	293	4.521790	19.494629	2
80	2.419059	0.178799	0.414736	1.451127	21	43	2.021790	39.494629	1
74	1.152891	0.082665	0.356307	0.722165	154	184	1.865540	18.244629	1
94	1.529192	0.096450	0.000000	2.967831	147	434	4.365540	38.244629	2
84	3.428418	0.129517	0.568150	1.500746	34	59	0.615540	28.244629	1
104	2.896579	0.170343	0.000430	3.253450	27	309	3.115540	48.244629	0
79	1.240650	0.083498	0.195677	1.064049	237	246	2.490540	23.244629	1
99	1.688441	0.176782	0.000000	3.962309	230	496	4.990540	43.244629	2
89	1.271030	0.042843	0.514336	0.630917	86	121	1.240540	13.244629	1
109	1.772138	0.165065	0.000000	2.653183	79	371	3.740540	33.244629	2
71	0.760172	0.086677	0.031381	0.846115	42	153	4.678040	25.744629	1
91	3.093502	0.226949	0.000000	3.729357	312	403	2.178040	45.744629	0
81	0.674694	0.069233	0.458361	0.384847	0	28	3.428040	15.744629	1
101	4.370123	0.109735	0.345634	2.911784	146	278	0.928040	35.744629	1
76	0.374571	0.042118	0.000000	0.471468	86	215	4.053040	10.744629	2
96	2.695369	0.164905	0.005011	2.903158	419	465	1.553040	30.744629	0
86	1.065860	0.079440	0.320029	0.762448	13	90	2.803040	20.744629	1
106	7.841856	0.096012	0.485258	4.040789	221	340	0.303040	40.744629	1
99	0.416809	0.054667	0.000000	0.932849	76	307	4.741516	10.627441	2
79	1.806229	0.101760	0.269718	1.353331	42	57	2.241516	30.627442	1
109	1.162191	0.089401	0.000000	1.571522	0	432	3.491516	20.627442	2
89	4.264241	0.079334	0.524532	2.018565	91	182	0.991516	40.627442	1
94	1.074257	0.108254	0.000000	2.385202	138	370	4.116516	25.627442	2
74	3.050889	0.180714	0.249252	2.307839	105	120	1.616516	45.627442	1
104	1.046508	0.051019	0.000000	1.309244	61	495	2.866516	15.627442	2
84	5.175891	0.074015	0.539064	2.380848	153	245	0.366516	35.627442	1
97	2.247853	0.095544	0.165781	1.989719	224	276	1.304016	23.127442	1
77	1.615246	0.115585	0.117281	1.480734	8	26	3.804016	43.127442	1
107	3.133659	0.008978	0.561131	1.372260	225	401	0.054016	13.127441	1
87	1.873332	0.083437	0.508860	0.914976	9	151	2.554016	33.127442	1
92	1.299331	0.096517	0.000000	1.585604	317	339	1.929016	18.127442	2
72	1.151137	0.088198	0.009600	1.457967	38	89	4.429016	38.127442	0
102	4.032725	0.062480	0.379297	2.492183	319	464	0.679016	28.127442	1
82	2.253644	0.147164	0.343035	1.470413	40	214	3.179016	48.127442	1
73	1.304545	0.134217	0.178737	1.067270	43	73	3.022766	29.377442	1
93	7.008414	0.179814	0.384904	4.326438	30	323	0.522766	49.377442	1
83	0.718837	0.072941	0.411149	0.411221	167	198	4.272766	19.377442	1
103	3.439648	0.190421	0.142028	2.970608	154	448	1.772766	39.377442	1
78	0.579241	0.052390	0.037962	0.643061	7	11	3.647766	14.377442	1
98	3.705655	0.148250	0.102862	3.290640	57	261	1.147766	34.377442	1
88	0.868109	0.069818	0.135858	0.731577	131	136	4.897766	24.377442	1
108	3.287719	0.115089	0.000000	3.800027	180	386	2.397766	44.377442	0
71	1.562907	0.054991	0.489902	0.799623	3	104	0.835266	16.877442	1
91	1.781012	0.176060	0.000000	2.759413	188	354	3.335266	36.877442	2
81	1.660266	0.062011	0.559754	0.733566	64	229	2.085266	26.877442	1
101	1.965477	0.166096	0.000000	2.864941	374	479	4.585266	46.877442	2
76	3.217833	0.046583	0.542592	1.487627	6	42	0.210266	21.877442	1
96	2.693037	0.184627	0.000000	3.708892	191	292	2.710266	41.877442	2
86	0.969403	0.063113	0.486530	0.502476	67	167	1.460266	11.877441	1
106	1.607901	0.121857	0.000000	2.418546	377	417	3.960266	31.877442	2
85	1.330965	0.082845	0.520655	0.640126	357	487	2.007141	20.002442	1
105	1.777327	0.125190	0.000000	2.707862	55	237	4.507141	40.002442	2
75	1.028836	0.033170	0.480317	0.529034	356	362	0.757141	10.002441	1
95	1.633143	0.144318	0.000000	2.448669	54	112	3.257141	30.002442	2
80	1.221749	0.036285	0.462564	0.636737	259	425	1.382141	15.002442	1
100	1.696612	0.130532	0.000000	2.639808	19	175	3.882141	35.002442	2
70	3.634842	0.023816	0.551219	1.635951	257	300	0.132141	25.002442	1
90	2.697274	0.192106	0.000000	3.876628	17	50	2.632141	45.002442	2
88	0.503639	0.061245	0.556970	0.214780	78	456	4.194641	12.502441	1
108	3.061943	0.234253	0.240411	2.413884	138	206	1.694641	32.502442	1
78	1.127850	0.090723	0.287487	0.776913	139	331	2.944641	22.502442	1
98	6.771760	0.172892	0.433646	3.849042	74	81	0.444641	42.502442	1
83	0.986649	0.097298	0.316355	0.634895	18	393	4.819641	27.502442	1
103	3.506551	0.209804	0.009639	3.622151	78	143	2.319641	47.502442	0
73	0.659379	0.078592	0.053301	0.657231	79	268	3.569641	17.502442	1
93	4.044732	0.140708	0.182404	3.268460	14	18	1.069641	37.502442	1
101	3.472185	0.053047	0.504703	1.723191	50	128	0.288391	18.752442	1
81	1.951465	0.131565	0.455286	1.052924	336	378	2.788391	38.752442	1
91	2.415850	0.134212	0.139125	2.374028	0	3	1.538391	28.752442	1
71	1.655703	0.222718	0.002604	1.650028	162	253	4.038391	48.752442	0
106	3.153437	0.099364	0.300386	2.183760	50	190	0.913391	23.752442	1
86	2.007940	0.129569	0.208023	1.498930	336	440	3.413391	43.752442	1
96	1.012769	0.040872	0.000000	1.295050	1	65	2.163391	13.752441	2
76	1.168332	0.158925	0.003786	1.450147	162	315	4.663391	33.752442	0
104	1.393205	0.110979	0.000018	1.728481	151	159	3.725891	26.252442	0
84	4.093311	0.165948	0.554605	1.819511	185	409	1.225891	46.252442	1
94	0.576634	0.048479	0.000000	1.253732	23	34	4.975891	16.252442	2
74	1.722155	0.083370	0.302434	1.315647	57	284	2.475891	36.252442	1
109	0.719238	0.040764	0.000000	0.910825	183	221	3.100891	11.252441	2
89	4.094314	0.093798	0.536036	1.904082	154	471	0.600891	31.252442	1
99	0.895055	0.059283	0.000000	1.949348	55	96	4.350891	21.252442	2
79	2.657944	0.142080	0.216739	2.009782	27	346	1.850891	41.252442	1
108	2.967593	0.138576	0.477983	1.545003	83	343	1.186829	25.314942	1
88	2.034937	0.282893	0.000000	3.042477	69	93	3.686829	45.314942	2
98	1.041144	0.089846	0.138313	0.914158	230	468	2.436829	15.314942	1
78	1.203375	0.162006	0.000000	2.636988	216	218	4.936829	35.314942	2
103	1.626075	0.034631	0.556399	0.708409	32	280	0.561829	10.314941	1
83	1.426043	0.116937	0.022207	1.707527	18	30	3.061829	30.314942	1
93	1.654676	0.134633	0.327654	1.065937	148	405	1.811829	20.314942	1
73	1.327405	0.091241	0.000000	2.521747	134	155	4.311829	40.314942	2
106	1.211622	0.061200	0.425178	0.692216	254	374	2.749329	17.814942	1
86	6.125541	0.094163	0.509800	3.015952	22	124	0.249329	37.814942	1
96	1.267596	0.081652	0.025617	1.359021	463	499	3.999329	27.814942	1
76	3.395681	0.150384	0.054867	3.385788	107	249	1.499329	47.814942	1
101	1.214154	0.056889	0.563214	0.546634	172	311	3.374329	22.814942	1
81	4.408500	0.174211	0.382733	2.677208	3	61	0.874329	42.814942	1
91	0.521838	0.036429	0.035637	0.457756	350	436	4.624329	12.814941	1
71	1.809638	0.104597	0.002183	1.951519	56	186	2.124329	32.814942	0
82	1.065133	0.060093	0.073071	0.959131	41	46	1.655579	14.064942	1
102	1.638433	0.143459	0.155757	1.317883	117	296	4.155579	34.064942	1
72	2.885875	0.070943	0.410489	1.722636	110	171	0.405579	24.064942	1
92	2.494284	0.143815	0.036046	2.485423	62	421	2.905579	44.064942	1
87	1.847965	0.118060	0.068940	1.834155	83	108	2.280579	29.064942	1
107	2.224241	0.202524	0.357306	1.363738	97	358	4.780579	49.064942	1
77	1.732583	0.071803	0.196102	1.359908	121	233	1.030579	19.064942	1
97	2.037419	0.193621	0.055810	1.884430	11	483	3.530579	39.064942	1
80	0.758994	0.086946	0.000000	1.256359	6	14	4.468079	21.564942	2
100	3.487977	0.227096	0.437202	1.861823	253	264	1.968079	41.564942	1
70	0.433152	0.034182	0.000000	0.758542	29	139	3.218079	11.564941	2
90	3.914085	0.097721	0.443543	2.149121	276	389	0.718079	31.564942	1
85	0.737862	0.061062	0.004038	0.896769	25	77	3.843079	16.564942	0
105	3.856807	0.180349	0.545605	1.731933	273	327	1.343079	36.564942	1
75	1.353625	0.102837	0.000000	1.693897	17	202	2.593079	26.564942	2
95	9.514530	0.049436	0.561935	4.157133	264	452	0.093079	46.564942	1
75	0.648675	0.064962	0.000000	1.191409	300	397	3.296204	15.939942	2
95	4.457781	0.131686	0.390549	2.650824	37	147	0.796204	35.939942	1
85	0.871969	0.118722	0.000000	1.745006	138	272	4.546204	25.939942	2
105	3.682118	0.292871	0.352425	2.379119	0	22	2.046204	45.939942	1
70	0.949250	0.069861	0.000000	1.327728	406	460	2.671204	20.939942	2
90	7.403841	0.055685	0.549608	3.345567	80	210	0.171204	40.939942	1
80	0.437012	0.047655	0.000000	0.610581	212	335	3.921204	10.939941	2
100	3.045575	0.185066	0.506472	1.496798	11	85	1.421204	30.939942	1
78	3.536255	0.064056	0.389916	2.169894	137	429	0.483704	28.439942	1
98	2.771045	0.214068	0.072638	2.731315	146	179	2.983704	48.439942	1
88	1.469207	0.079561	0.053217	1.296530	21	304	1.733704	18.439942	1
108	1.868419	0.185452	0.265225	1.407942	30	54	4.233704	38.439942	1
73	1.107646	0.051749	0.211215	0.882096	218	491	1.108704	13.439941	1
93	1.640964	0.113172	0.157883	1.424918	227	241	3.608704	33.439942	1
83	1.329862	0.124023	0.017104	1.341685	71	366	2.358704	23.439942	0
103	1.776425	0.223122	0.413146	0.979084	80	116	4.858704	43.439942	1
92	1.138678	0.052812	0.000443	1.310006	22	225	3.764954	24.689942	0
72	3.347077	0.134953	0.041339	3.153511	285	475	1.264954	44.689942	1
102	1.049742	0.058206	0.346249	0.656028	35	100	2.514954	14.689942	1
82	6.586818	0.003946	0.569975	2.832601	298	350	0.014954	34.689942	1
97	0.880742	0.082215	0.040140	0.882147	36	163	4.389954	19.689942	1
77	2.479670	0.130554	0.007758	2.734935	300	413	1.889954	39.689942	0
107	1.781087	0.148525	0.439925	0.982509	18	38	3.139954	29.689942	1
87	6.269324	0.180622	0.398635	3.630181	281	288	0.639954	49.689942	1
94	0.863948	0.062238	0.202570	0.674439	104	194	2.202454	12.189941	1
74	1.000837	0.083138	0.000000	2.189147	17	444	4.702454	32.189942	2
104	2.737982	0.114448	0.514898	1.352863	54	69	0.952454	22.189942	1
84	1.937177	0.118449	0.000000	2.587086	92	319	3.452454	42.189942	2
99	2.494108	0.162969	0.381000	1.500368	87	132	1.577454	27.189942	1
79	1.720325	0.193676	0.000000	3.059777	62	382	4.077454	47.189942	2
109	3.360863	0.059150	0.572319	1.423887	6	7	0.327454	17.189942	1
89	2.154279	0.157789	0.032423	2.152858	106	257	2.827454	37.189942	1
94	4.673454	0.010978	0.569910	2.004439	100	102	0.073547	22.658692	1
74	2.160446	0.204996	0.004603	2.338499	171	352	2.573547	42.658692	0
104	1.319735	0.046767	0.352825	0.859115	167	227	1.323547	12.658691	1
84	1.340741	0.089568	0.000000	2.504289	113	477	3.823547	32.658692	2
99	2.376220	0.064531	0.564969	1.040078	34	40	0.698547	17.658692	1
79	1.750405	0.195568	0.006722	1.875980	105	290	3.198547	37.658692	0
109	2.374791	0.141672	0.357155	1.550587	101	165	1.948547	27.658692	1
89	1.828087	0.160415	0.000000	3.428049	47	415	4.448547	47.658692	2
91	0.490881	0.049118	0.273043	0.350684	30	71	3.511047	10.158691	1
71	2.456483	0.092153	0.284771	1.821085	297	321	1.011047	30.158692	1
101	0.874401	0.066474	0.000000	1.114923	34	196	4.761047	20.158692	2
81	2.232788	0.121905	0.000000	3.145895	301	446	2.261047	40.158692	2
96	1.460183	0.094491	0.480469	0.760663	2	9	2.886047	25.158692	1
76	5.851212	0.120336	0.483239	3.028261	207	259	0.386047	45.158692	1
106	0.698057	0.082493	0.069553	0.736725	6	134	4.136047	15.158692	1
86	2.667820	0.162206	0.023460	2.700074	211	384	1.636047	35.158692	1
78	0.943284	0.063227	0.015464	0.994703	39	274	2.104797	16.408692	0
98	1.557593	0.131621	0.202735	1.138839	15	24	4.604797	36.408692	1
88	2.907407	0.086784	0.247263	2.239703	157	399	0.854797	26.408692	1
108	2.747958	0.227430	0.056185	2.777766	133	149	3.354797	46.408692	1
73	1.468806	0.099761	0.240166	1.139734	6	337	1.479797	21.408692	1
93	1.794197	0.155327	0.502861	0.915902	45	87	3.979797	41.408692	1
83	1.814125	0.027579	0.494019	0.910883	124	462	0.229797	11.408691	1
103	2.040351	0.121257	0.207316	1.568984	163	212	2.729797	31.408692	1
75	1.047185	0.073620	0.000000	1.700092	215	305	4.292297	28.908692	2
95	3.953490	0.233146	0.396270	2.361329	11	55	1.792297	48.908692	1
85	0.913981	0.096043	0.000000	1.587674	411	430	3.042297	18.908692	2
105	6.172867	0.125053	0.468354	3.343929	82	180	0.542297	38.908692	1
70	0.418764	0.034962	0.000000	0.657120	214	368	4.917297	13.908691	2
90	2.162326	0.144008	0.486329	1.127966	9	118	2.417297	33.908692	1
80	0.975620	0.109890	0.000000	1.700526	410	493	3.667297	23.908692	2
100	4.789087	0.158957	0.397285	2.874554	80	243	1.167297	43.908692	1
80	0.643261	0.054560	0.000000	1.012595	0	157	2.964172	13.283691	2
100	5.329925	0.140373	0.487507	2.734262	205	407	0.464172	33.283692	1
70	0.760974	0.079031	0.000000	1.217486	8	32	4.214172	23.283692	2
90	3.426914	0.165017	0.453702	1.895206	212	282	1.714172	43.283692	1
85	1.165374	0.097879	0.000000	2.050535	28	220	3.589172	28.283692	2
105	5.720790	0.167031	0.430222	3.251211	295	470	1.089172	48.283692	1
75	0.562346	0.067315	0.000000	0.873462	36	95	4.839172	18.283692	2
95	2.556249	0.143704	0.520462	1.247014	303	345	2.339172	38.283692	1
82	2.251137	0.067942	0.238606	1.703853	71	126	0.776672	20.783692	1
102	2.266177	0.150713	0.014108	2.564569	24	376	3.276672	40.783692	0
72	0.648750	0.043755	0.230615	0.646166	0	1	2.026672	10.783691	1
92	1.181417	0.166457	0.159098	1.091082	79	251	4.526672	30.783692	1
87	2.804409	0.021922	0.518674	1.350476	129	188	0.151672	15.783692	1
107	2.400234	0.195059	0.159013	2.089619	83	438	2.651672	35.783692	1
77	2.042457	0.116206	0.224793	1.550198	59	63	1.401672	25.783692	1
97	2.145005	0.214817	0.386083	1.345954	138	313	3.901672	45.783692	1
106	1.146173	0.123574	0.000000	1.446615	384	454	4.995422	27.033692	2
86	2.851208	0.311213	0.000000	3.772589	70	204	2.495422	47.033692	2
96	0.869838	0.063076	0.364025	0.545546	196	329	3.745422	17.033692	1
76	3.031036	0.128498	0.227331	2.277077	7	79	1.245422	37.033692	1
101	0.548684	0.052907	0.082630	0.503952	380	391	4.370422	12.033691	1
81	2.102316	0.169530	0.025717	2.223943	66	141	1.870422	32.033692	1
91	1.166302	0.096898	0.533227	0.533234	192	266	3.120422	22.033692	1
71	4.396944	0.103145	0.436319	2.448145	3	16	0.620422	42.033692	1
108	1.919856	0.098243	0.278251	1.426334	138	485	1.557922	19.533692	1
88	1.660667	0.121736	0.000000	3.390209	184	235	4.057922	39.533692	2
98	5.175063	0.108267	0.547427	2.361583	12	360	0.307922	29.533692	1
78	2.419334	0.150365	0.002716	3.060782	58	110	2.807922	49.533692	0
103	1.890077	0.100961	0.250441	1.388701	173	423	2.182922	24.533692	1
83	1.465422	0.135546	0.000000	3.218705	157	173	4.682922	44.533692	2
93	1.675882	0.052443	0.535208	0.760070	47	298	0.932922	14.533692	1
73	1.351194	0.120379	0.004785	1.726778	31	48	3.432922	34.533692	0
104	0.924534	0.108156	0.000000	1.630681	6	12	4.018860	18.596192	2
84	2.958243	0.186181	0.381750	1.881699	3	262	1.518860	38.596192	1
94	1.639661	0.133634	0.014402	1.807546	104	137	2.768860	28.596192	0
74	6.684252	0.127515	0.566825	2.875386	101	387	0.268860	48.596192	1
109	1.057237	0.136258	0.000000	2.422022	47	75	4.643860	23.596192	2
89	2.987395	0.113303	0.178888	2.369624	44	325	2.143860	43.596192	1
99	0.742500	0.068982	0.000000	1.012429	177	200	3.393860	13.596191	2
79	3.324467	0.155517	0.499431	1.625825	174	450	0.893860	33.596192	1
101	1.848241	0.105933	0.000000	2.385909	3	44	2.456360	26.096192	2
81	1.478206	0.134657	0.012446	1.765978	168	294	4.956360	46.096192	0
91	1.552705	0.090287	0.258718	1.157728	54	169	1.206360	16.096192	1
71	1.245738	0.148188	0.433285	0.779955	345	419	3.706360	36.096192	1
106	1.006427	0.056235	0.000000	1.169835	21	106	1.831360	11.096191	0
